ID,Master,Master Residence,Registree,Status,Sex,Origin,Age,Occupation,Registration Date,Registration District,Sources,Registration District Latitude,Registration District Longitude,Origin Latitude,Origin Longitude,Runaway at Registration,Transfer Date,Escape Date,Freedom Date,Death Date,Codice,Senhores,Morada,Registrados,Naturalidade,Ofícios,,,,,,,,,,,,,
5665,Francisco de Maria de Azevedo,Quelimane,Falaminha,Slave,Female,(Massangano) Massangano,25.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 79v-80.",-17.87368,36.88194,-16.629995,33.801577,,,,,,1804,Francisco de Maria de Azevedo,,Falaminha,Massangano,Lavradora,,,,,,,,,,,,,
5666,Francisco de Maria de Azevedo,Quelimane,Maipa Carioa,Slave,Female,(Quelimane) Sertão,26.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 79v-80.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Maipa Carioa,Sertão,Lavradora,,,,,,,,,,,,,
5667,Francisco de Maria de Azevedo,Quelimane,Chaçassa,Slave,Female,(Quelimane) Sertão,24.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 79v-80.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Chaçassa,Sertão,Lavradora,,,,,,,,,,,,,
5668,Francisco de Maria de Azevedo,Quelimane,Mache Conde,Slave,Female,(Quelimane) Quelimane,27.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 79v-80.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Mache Conde,Quelimane,Lavradora,,,,,,,,,,,,,
5669,Francisco de Maria de Azevedo,Quelimane,Pessoa,Slave,Female,(Tete) Tete,28.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 79v-80.",-17.87368,36.88194,-16.13281,33.60638,,,,,,1804,Francisco de Maria de Azevedo,,Pessoa,Tete,Lavradora,,,,,,,,,,,,,
5670,Francisco de Maria de Azevedo,Quelimane,Andreza,Slave,Female,(Maruro) Maruro,38.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 79v-80.",-17.87368,36.88194,-18.0775,35.7767,,,,,,1804,Francisco de Maria de Azevedo,,Andreza,Maruro,Lavradora,,,,,,,,,,,,,
5671,Francisco de Maria de Azevedo,Quelimane,Pusua,Slave,Female,(Bisa) Muira,38.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 79v-80.",-17.87368,36.88194,-11.814471,31.267167,,,,,,1804,Francisco de Maria de Azevedo,,Pusua,Muira,Lavradora,,,,,,,,,,,,,
5672,Francisco de Maria de Azevedo,Quelimane,Nhassicate,Slave,Female,(Bisa) Muira,14.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 79v-80.",-17.87368,36.88194,-11.814471,31.267167,,,,,,1804,Francisco de Maria de Azevedo,,Nhassicate,Muira,Lavradora,,,,,,,,,,,,,
5673,Francisco de Maria de Azevedo,Quelimane,Daxaio,Slave,Female,(Bisa) Muira,12.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 79v-80.",-17.87368,36.88194,-11.814471,31.267167,,,,,,1804,Francisco de Maria de Azevedo,,Daxaio,Muira,Lavradora,,,,,,,,,,,,,
5674,Francisco de Maria de Azevedo,Quelimane,Zuere,Slave,Female,(Bisa) Muira,15.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 79v-80.",-17.87368,36.88194,-11.814471,31.267167,,,,,,1804,Francisco de Maria de Azevedo,,Zuere,Muira,Lavradora,,,,,,,,,,,,,
5675,Francisco de Maria de Azevedo,Quelimane,Domingas,Slave,Female,(Bisa) Muira,8.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 79v-80.",-17.87368,36.88194,-11.814471,31.267167,,,,,,1804,Francisco de Maria de Azevedo,,Domingas,Muira,Lavradora,,,,,,,,,,,,,
5676,Francisco de Maria de Azevedo,Quelimane,Binha,Slave,Female,(Bisa) Muira,7.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 80v-81.",-17.87368,36.88194,-11.814471,31.267167,,,,,,1804,Francisco de Maria de Azevedo,,Binha,Muira,Lavradora,,,,,,,,,,,,,
5677,Francisco de Maria de Azevedo,Quelimane,Diamante,Slave,Female,(Bisa) Muira,25.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 80v-81.",-17.87368,36.88194,-11.814471,31.267167,,,,,,1804,Francisco de Maria de Azevedo,,Diamante,Muira,Lavradora,,,,,,,,,,,,,
5678,Francisco de Maria de Azevedo,Quelimane,Tahubarane,Slave,Female,(Bisa) Muira,26.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 80v-81.",-17.87368,36.88194,-11.814471,31.267167,,,,,,1804,Francisco de Maria de Azevedo,,Tahubarane,Muira,Lavradora,,,,,,,,,,,,,
5679,Francisco de Maria de Azevedo,Quelimane,Sinabare,Slave,Female,(Luabo) Luabo,39.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 80v-81.",-17.87368,36.88194,-18.275836,36.013239,,,,,,1804,Francisco de Maria de Azevedo,,Sinabare,Luabo,Lavradora,,,,,,,,,,,,,
5680,Francisco de Maria de Azevedo,Quelimane,Chindacato,Slave,Female,(Luabo) Luabo,19.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 80v-81.",-17.87368,36.88194,-18.275836,36.013239,,,,,,1804,Francisco de Maria de Azevedo,,Chindacato,Luabo,Lavradora,,,,,,,,,,,,,
5681,Francisco de Maria de Azevedo,Quelimane,Mandaepa,Slave,Female,(Luabo) Luabo,17.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 80v-81.",-17.87368,36.88194,-18.275836,36.013239,,,,,,1804,Francisco de Maria de Azevedo,,Mandaepa,Luabo,Lavradora,,,,,,,,,,,,,
5682,Francisco de Maria de Azevedo,Quelimane,Chuma,Slave,Female,(Tete) Tete,30.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 80v-81.",-17.87368,36.88194,-16.13281,33.60638,,,,,,1804,Francisco de Maria de Azevedo,,Chuma,Tete,Lavradora,,,,,,,,,,,,,
5683,Francisco de Maria de Azevedo,Quelimane,Assene,Slave,Female,(Quelimane) Quelimane,29.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 80v-81.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Assene,Quelimane,Lavradora,,,,,,,,,,,,,
5684,Francisco de Maria de Azevedo,Quelimane,Maria,Slave,Female,(Chupanga) Chupanga,23.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 80v-81.",-17.87368,36.88194,-18.049969,35.616659,,,,,,1804,Francisco de Maria de Azevedo,,Maria,Chupanga,Lavradora,,,,,,,,,,,,,
5685,Francisco de Maria de Azevedo,Quelimane,Rosa,Slave,Female,(Nyanja) Maganja,21.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 80v-81.",-17.87368,36.88194,-15.773514,35.012426,,,,,,1804,Francisco de Maria de Azevedo,,Rosa,Maganja,Lavradora,,,,,,,,,,,,,
5686,Francisco de Maria de Azevedo,Quelimane,Manzeuza,Slave,Female,(Nyanja) Maganja,24.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 80v-81.",-17.87368,36.88194,-15.773514,35.012426,,,,,,1804,Francisco de Maria de Azevedo,,Manzeuza,Maganja,Lavradora,,,,,,,,,,,,,
5687,Francisco de Maria de Azevedo,Quelimane,Nhundo,Slave,Female,(Gorongosa) Gorongoza,24.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 80v-81.",-17.87368,36.88194,-18.815086,34.496316,,,,,,1804,Francisco de Maria de Azevedo,,Nhundo,Gorongoza,Lavradora,,,,,,,,,,,,,
5688,Francisco de Maria de Azevedo,Quelimane,Burrua,Slave,Female,(Massangano) Massangano,22.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 80v-81.",-17.87368,36.88194,-16.629995,33.801577,,,,,,1804,Francisco de Maria de Azevedo,,Burrua,Massangano,Lavradora,,,,,,,,,,,,,
5689,Francisco de Maria de Azevedo,Quelimane,Viagem,Slave,Female,(Massangano) Massangano,28.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 80v-81.",-17.87368,36.88194,-16.629995,33.801577,,,,,,1804,Francisco de Maria de Azevedo,,Viagem,Massangano,Lavradora,,,,,,,,,,,,,
5690,Francisco de Maria de Azevedo,Quelimane,Samuseseira,Slave,Female,(Nyanja) Maganja,45.0,Seamster,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 80v-81.",-17.87368,36.88194,-15.773514,35.012426,,,,,,1804,Francisco de Maria de Azevedo,,Samuseseira,Maganja,Costureira,,,,,,,,,,,,,
5691,Francisco de Maria de Azevedo,Quelimane,Pireueni,Slave,Female,(Sena) Sena,25.0,Seamster,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 80v-81.",-17.87368,36.88194,-17.4524,35.0333,,,,,,1804,Francisco de Maria de Azevedo,,Pireueni,Sena,Costureira,,,,,,,,,,,,,
5692,Francisco de Maria de Azevedo,Quelimane,Desgraça,Slave,Female,(Sena) Sena,23.0,Seamster,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 80v-81.",-17.87368,36.88194,-17.4524,35.0333,,,,,,1804,Francisco de Maria de Azevedo,,Desgraça,Sena,Costureira,,,,,,,,,,,,,
5693,Francisco de Maria de Azevedo,Quelimane,Nhundo,Slave,Female,(Tete) Tete,22.0,Seamster,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 80v-81.",-17.87368,36.88194,-16.13281,33.60638,,,,,,1804,Francisco de Maria de Azevedo,,Nhundo,Tete,Costureira,,,,,,,,,,,,,
5694,Francisco de Maria de Azevedo,Quelimane,Faina,Slave,Female,(Quelimane) Quelimane,29.0,Cook,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 80v-81.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Faina,Quelimane,Cosinheira,,,,,,,,,,,,,
5695,Francisco de Maria de Azevedo,Quelimane,Felicidade,Slave,Female,(Nyanja) Maganja,40.0,Cook,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 81v-82.",-17.87368,36.88194,-15.773514,35.012426,,,,,,1804,Francisco de Maria de Azevedo,,Felicidade,Maganja,Cosinheira,,,,,,,,,,,,,
5696,Francisco de Maria de Azevedo,Quelimane,Diamante,Slave,Female,(Quelimane) Quelimane,28.0,Baker,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 81v-82.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Diamante,Quelimane,Padeira,,,,,,,,,,,,,
5697,Francisco de Maria de Azevedo,Quelimane,Luísa,Slave,Female,(Luabo) Luabo,26.0,Baker,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 81v-82.",-17.87368,36.88194,-18.275836,36.013239,,,,,,1804,Francisco de Maria de Azevedo,,Luísa,Luabo,Padeira,,,,,,,,,,,,,
5698,Francisco de Maria de Azevedo,Quelimane,Mugadicipua,Slave,Female,(Sena) Sena,20.0,Baker,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 81v-82.",-17.87368,36.88194,-17.4524,35.0333,,,,,,1804,Francisco de Maria de Azevedo,,Mugadicipua,Sena,Padeira,,,,,,,,,,,,,
5699,Francisco de Maria de Azevedo,Quelimane,Maria,Slave,Female,(Sena) Sena,24.0,Baker,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 81v-82.",-17.87368,36.88194,-17.4524,35.0333,,,,,,1804,Francisco de Maria de Azevedo,,Maria,Sena,Padeira,,,,,,,,,,,,,
5700,Francisco de Maria de Azevedo,Quelimane,Violante,Slave,Female,(Quelimane) Quelimane,20.0,Baker,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 81v-82.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Violante,Quelimane,Padeira,,,,,,,,,,,,,
5701,Francisco de Maria de Azevedo,Quelimane,Missezi,Slave,Female,(Tete) Tete,23.0,Baker,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 81v-82.",-17.87368,36.88194,-16.13281,33.60638,,,,,,1804,Francisco de Maria de Azevedo,,Missezi,Tete,Padeira,,,,,,,,,,,,,
5702,Francisco de Maria de Azevedo,Quelimane,Finina,Slave,Female,(Quelimane) Quelimane,20.0,Baker,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 81v-82.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Finina,Quelimane,Padeira,,,,,,,,,,,,,
5703,Francisco de Maria de Azevedo,Quelimane,Caburungue,Slave,Female,(Shona) Barue,22.0,Baker,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 81v-82.",-17.87368,36.88194,-19.592602,33.866512,,,,,,1804,Francisco de Maria de Azevedo,,Caburungue,Barue,Padeira,,,,,,,,,,,,,
5704,Francisco de Maria de Azevedo,Quelimane,Candeia,Slave,Female,(Shona) Barue,20.0,Baker,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 81v-82.",-17.87368,36.88194,-19.592602,33.866512,,,,,,1804,Francisco de Maria de Azevedo,,Candeia,Barue,Padeira,,,,,,,,,,,,,
5705,Francisco de Maria de Azevedo,Quelimane,Formosa,Slave,Female,(Quelimane) Quelimane,30.0,Baker,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 81v-82.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Formosa,Quelimane,Padeira,,,,,,,,,,,,,
5706,Francisco de Maria de Azevedo,Quelimane,Fitta,Slave,Female,(Tete) Tete,26.0,Baker,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 81v-82.",-17.87368,36.88194,-16.13281,33.60638,,,,,,1804,Francisco de Maria de Azevedo,,Fitta,Tete,Padeira,,,,,,,,,,,,,
5707,Francisco de Maria de Azevedo,Quelimane,Xivunga,Slave,Female,(Luabo) Luabo,28.0,Baker,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 81v-82.",-17.87368,36.88194,-18.275836,36.013239,,,,,,1804,Francisco de Maria de Azevedo,,Xivunga,Luabo,Padeira,,,,,,,,,,,,,
5708,Francisco de Maria de Azevedo,Quelimane,Maria,Slave,Female,(Bisa) Muira,27.0,Baker,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 81v-82.",-17.87368,36.88194,-11.814471,31.267167,,,,,,1804,Francisco de Maria de Azevedo,,Maria,Muira,Padeira,,,,,,,,,,,,,
5709,Francisco de Maria de Azevedo,Quelimane,Munabima,Slave,Female,(Quelimane) Sertão,18.0,Baker,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 81v-82.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Munabima,Sertão,Padeira,,,,,,,,,,,,,
5710,Francisco de Maria de Azevedo,Quelimane,Fijina,Slave,Female,(Shona) Barue,40.0,Mainato,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 81v-82.",-17.87368,36.88194,-19.592602,33.866512,,,,,,1804,Francisco de Maria de Azevedo,,Fijina,Barue,Mainata,,,,,,,,,,,,,
5711,Francisco de Maria de Azevedo,Quelimane,Quando Fala,Slave,Female,(Nyanja) Maganja,41.0,Mainato,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 81v-82.",-17.87368,36.88194,-15.773514,35.012426,,,,,,1804,Francisco de Maria de Azevedo,,Quando Fala,Maganja,Mainata,,,,,,,,,,,,,
5712,Francisco de Maria de Azevedo,Quelimane,Esperança,Slave,Female,(Tete) Tete,20.0,Mainato,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 81v-82.",-17.87368,36.88194,-16.13281,33.60638,,,,,,1804,Francisco de Maria de Azevedo,,Esperança,Tete,Mainata,,,,,,,,,,,,,
5713,Francisco de Maria de Azevedo,Quelimane,Florinda,Slave,Female,(Nyanja) Maganja,25.0,Mainato,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 81v-82.",-17.87368,36.88194,-15.773514,35.012426,,,,,,1804,Francisco de Maria de Azevedo,,Florinda,Maganja,Mainata,,,,,,,,,,,,,
5714,Francisco de Maria de Azevedo,Quelimane,Combo,Slave,Female,(Nyanja) Maganja,20.0,Mainato,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 81v-82.",-17.87368,36.88194,-15.773514,35.012426,,,,,,1804,Francisco de Maria de Azevedo,,Combo,Maganja,Mainata,,,,,,,,,,,,,
5715,Francisco de Maria de Azevedo,Quelimane,Madiperabanja,Slave,Female,(Nyanja) Maganja,39.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 82v-83.",-17.87368,36.88194,-15.773514,35.012426,,,,,,1804,Francisco de Maria de Azevedo,,Madiperabanja,Maganja,Lavradora,,,,,,,,,,,,,
5716,Francisco de Maria de Azevedo,Quelimane,Faninau,Slave,Female,(Manica) Manica,40.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 82v-83.",-17.87368,36.88194,-18.943827,32.864856,,,,,,1804,Francisco de Maria de Azevedo,,Faninau,Manica,Lavradora,,,,,,,,,,,,,
5717,Francisco de Maria de Azevedo,Quelimane,Raiz,Slave,Female,(Quelimane) Quelimane,28.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 82v-83.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Raiz,Quelimane,Lavradora,,,,,,,,,,,,,
5718,Francisco de Maria de Azevedo,Quelimane,Nhavura,Slave,Female,(Luabo) Luabo,29.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 82v-83.",-17.87368,36.88194,-18.275836,36.013239,,,,,,1804,Francisco de Maria de Azevedo,,Nhavura,Luabo,Lavradora,,,,,,,,,,,,,
5719,Francisco de Maria de Azevedo,Quelimane,Marambo,Slave,Female,(Maravi) Chipata,30.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 82v-83.",-17.87368,36.88194,-13.99341,33.80634,,,,,,1804,Francisco de Maria de Azevedo,,Marambo,Chipata,Lavradora,,,,,,,,,,,,,
5720,Francisco de Maria de Azevedo,Quelimane,Caxiri,Slave,Female,(Quelimane) Pungurine,20.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 82v-83.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Caxiri,Pungurine,Lavradora,,,,,,,,,,,,,
5721,Francisco de Maria de Azevedo,Quelimane,Musantana,Slave,Female,(Nsenga) Mussenga,28.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 82v-83.",-17.87368,36.88194,-15.09662,31.28278,,,,,,1804,Francisco de Maria de Azevedo,,Musantana,Mussenga,Lavradora,,,,,,,,,,,,,
5722,Francisco de Maria de Azevedo,Quelimane,Madechita,Slave,Female,(Nyanja) Maganja,39.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 82v-83.",-17.87368,36.88194,-15.773514,35.012426,,,,,,1804,Francisco de Maria de Azevedo,,Madechita,Maganja,Lavradora,,,,,,,,,,,,,
5723,Francisco de Maria de Azevedo,Quelimane,Chinanazi,Slave,Female,(Nyanja) Maganja,35.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 82v-83.",-17.87368,36.88194,-15.773514,35.012426,,,,,,1804,Francisco de Maria de Azevedo,,Chinanazi,Maganja,Lavradora,,,,,,,,,,,,,
5724,Francisco de Maria de Azevedo,Quelimane,Munhacua,Slave,Female,(Tete) Tete,33.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 82v-83.",-17.87368,36.88194,-16.13281,33.60638,,,,,,1804,Francisco de Maria de Azevedo,,Munhacua,Tete,Lavradora,,,,,,,,,,,,,
5725,Francisco de Maria de Azevedo,Quelimane,Andifa,Slave,Female,(Quelimane) Sertão,18.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 82v-83.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Andifa,Sertão,Lavradora,,,,,,,,,,,,,
5726,Francisco de Maria de Azevedo,Quelimane,Madionangi,Slave,Female,(Nyanja) Maganja,30.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 82v-83.",-17.87368,36.88194,-15.773514,35.012426,,,,,,1804,Francisco de Maria de Azevedo,,Madionangi,Maganja,Lavradora,,,,,,,,,,,,,
5727,Francisco de Maria de Azevedo,Quelimane,Malala,Slave,Female,(Nyanja) Maganja,25.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 82v-83.",-17.87368,36.88194,-15.773514,35.012426,,,,,,1804,Francisco de Maria de Azevedo,,Malala,Maganja,Lavradora,,,,,,,,,,,,,
5728,Francisco de Maria de Azevedo,Quelimane,Felicidade,Slave,Female,(Quelimane) Quelimane,15.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 82v-83.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Felicidade,Quelimane,Lavradora,,,,,,,,,,,,,
5729,Francisco de Maria de Azevedo,Quelimane,Aturar,Slave,Female,(Quelimane) Quelimane,12.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 82v-83.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Aturar,Quelimane,Lavradora,,,,,,,,,,,,,
5730,Francisco de Maria de Azevedo,Quelimane,Laude,Slave,Female,(Quelimane) Quelimane,14.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 82v-83.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Laude,Quelimane,Lavradora,,,,,,,,,,,,,
5731,Francisco de Maria de Azevedo,Quelimane,Maria,Slave,Female,(Quelimane) Quelimane,25.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 82v-83.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Maria,Quelimane,Lavradora,,,,,,,,,,,,,
5732,Francisco de Maria de Azevedo,Quelimane,Sofia,Slave,Female,(Dombo) Dombo,25.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 82v-83.",-17.87368,36.88194,-16.052156,33.854745,,,,,,1804,Francisco de Maria de Azevedo,,Sofia,Dombo,Lavradora,,,,,,,,,,,,,
5733,Francisco de Maria de Azevedo,Quelimane,Mandipisa,Slave,Female,(Gorongosa) Gorongoza,30.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 82v-83.",-17.87368,36.88194,-18.815086,34.496316,,,,,,1804,Francisco de Maria de Azevedo,,Mandipisa,Gorongoza,Lavradora,,,,,,,,,,,,,
5734,Francisco de Maria de Azevedo,Quelimane,Nhundo,Slave,Female,(Tete) Tete,35.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 83v-84.",-17.87368,36.88194,-16.13281,33.60638,,,,,,1804,Francisco de Maria de Azevedo,,Nhundo,Tete,Lavradora,,,,,,,,,,,,,
5735,Francisco de Maria de Azevedo,Quelimane,Chamuzaco,Slave,Female,(Tete) Tete,40.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 83v-84.",-17.87368,36.88194,-16.13281,33.60638,,,,,,1804,Francisco de Maria de Azevedo,,Chamuzaco,Tete,Lavradora,,,,,,,,,,,,,
5736,Francisco de Maria de Azevedo,Quelimane,Musepascquerua,Slave,Female,(Tete) Tete,25.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 83v-84.",-17.87368,36.88194,-16.13281,33.60638,,,,,,1804,Francisco de Maria de Azevedo,,Musepascquerua,Tete,Lavradora,,,,,,,,,,,,,
5737,Francisco de Maria de Azevedo,Quelimane,Zololo,Slave,Female,(Nyanja) Maganja,30.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 83v-84.",-17.87368,36.88194,-15.773514,35.012426,,,,,,1804,Francisco de Maria de Azevedo,,Zololo,Maganja,Lavradora,,,,,,,,,,,,,
5738,Francisco de Maria de Azevedo,Quelimane,Sasapanda,Slave,Female,(Luabo) Luabo,22.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 83v-84.",-17.87368,36.88194,-18.275836,36.013239,,,,,,1804,Francisco de Maria de Azevedo,,Sasapanda,Luabo,Lavradora,,,,,,,,,,,,,
5739,Francisco de Maria de Azevedo,Quelimane,Sinamubale,Slave,Female,(Nyanja) Maganja,34.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 83v-84.",-17.87368,36.88194,-15.773514,35.012426,,,,,,1804,Francisco de Maria de Azevedo,,Sinamubale,Maganja,Lavradora,,,,,,,,,,,,,
5740,Francisco de Maria de Azevedo,Quelimane,Manjão,Slave,Female,(Nyanja) Maganja,31.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 83v-84.",-17.87368,36.88194,-15.773514,35.012426,,,,,,1804,Francisco de Maria de Azevedo,,Manjão,Maganja,Lavradora,,,,,,,,,,,,,
